time,seconds_elapsed,dBFS
1773231986848000000,39.438,-46
1773231986961000000,39.551,-44
1773231987071000000,39.661,-44
1773231987182000000,39.77200024414063,-43
1773231987293000000,39.883,-43
1773231987405000000,39.995,-41
1773231987515000000,40.105,-38
1773231987629000000,40.219,-43
1773231987738000000,40.32799975585937,-43
1773231987847000000,40.437,-43
1773231987959000000,40.549,-42
1773231988070000000,40.660000244140626,-40
1773231988180000000,40.77,-28
1773231988292000000,40.882,-39
1773231988405000000,40.995,-39
1773231988515000000,41.105,-39
1773231988626000000,41.21599975585937,-36
1773231988737000000,41.327,-36
1773231988847000000,41.437,-41
1773231988958000000,41.548000244140624,-43
1773231989070000000,41.660000244140626,-40
1773231989181000000,41.771,-37
1773231989291000000,41.881,-38
1773231989405000000,41.995,-35
1773231989515000000,42.105,-42
1773231989629000000,42.219,-37
1773231989737000000,42.327,-41
1773231989847000000,42.437,-39
1773231989958000000,42.548000244140624,-33
1773231990068000000,42.658,-43
1773231990179000000,42.769,-38
1773231990292000000,42.882,-37
1773231990402000000,42.991999755859375,-36
1773231990514000000,43.10399975585938,-37
1773231990624000000,43.214,-35
1773231990735000000,43.325,-35
1773231990848000000,43.438,-36
1773231990958000000,43.548000244140624,-39
1773231991068000000,43.658,-38
1773231991179000000,43.769,-42
1773231991290000000,43.87999975585937,-44
1773231991402000000,43.991999755859375,-44
1773231991513000000,44.103,-42
1773231991623000000,44.213,-43
1773231991736000000,44.326,-38
1773231991846000000,44.43600024414062,-41
1773231991957000000,44.547,-40
1773231992067000000,44.657,-41
1773231992179000000,44.769,-50
1773231992291000000,44.881,-38
1773231992401000000,44.991,-42
1773231992512000000,45.102,-46
1773231992624000000,45.214,-45
1773231992736000000,45.326,-41
1773231992846000000,45.43600024414062,-43
1773231992957000000,45.547,-51
1773231993068000000,45.658,-40
1773231993178000000,45.76799975585938,-35
1773231993290000000,45.87999975585937,-43
1773231993400000000,45.99,-48
1773231993512000000,46.102,-39
1773231993623000000,46.213,-39
1773231993734000000,46.32400024414063,-37
1773231993846000000,46.43600024414062,-36
1773231993956000000,46.546,-38
1773231994067000000,46.657,-24
1773231994178000000,46.76799975585938,-32
1773231994289000000,46.879,-38
1773231994402000000,46.991999755859375,-41
1773231994512000000,47.102,-24
1773231994623000000,47.213,-25
1773231994734000000,47.32400024414063,-44
1773231994844000000,47.434,-43
1773231994956000000,47.546,-41
1773231995067000000,47.657,-45
1773231995178000000,47.76799975585938,-48
1773231995290000000,47.87999975585937,-44
1773231995400000000,47.99,-47
1773231995511000000,48.101,-37
1773231995622000000,48.212000244140626,-41
1773231995734000000,48.32400024414063,-41
1773231995845000000,48.435,-41
1773231995955000000,48.545,-44
1773231996069000000,48.659,-39
1773231996179000000,48.769,-46
1773231996290000000,48.87999975585937,-45
1773231996401000000,48.991,-31
1773231996511000000,49.101,-36
1773231996624000000,49.214,-45
1773231996734000000,49.32400024414063,-42
1773231996848000000,49.438,-42
1773231996955000000,49.545,-44
1773231997067000000,49.657,-43
1773231997178000000,49.76799975585938,-47
1773231997289000000,49.879,-43
1773231997400000000,49.99,-42
1773231997510000000,50.100000244140624,-48
1773231997622000000,50.212000244140626,-42
1773231997733000000,50.323,-41
1773231997844000000,50.434,-33
1773231997955000000,50.545,-45
1773231998067000000,50.657,-46
1773231998177000000,50.767,-46
1773231998289000000,50.879,-45
1773231998399000000,50.989,-45
1773231998511000000,51.101,-40
1773231998621000000,51.211,-41
1773231998732000000,51.322,-38
1773231998843000000,51.433,-37
1773231998954000000,51.543999755859375,-34
1773231999067000000,51.657,-38
1773231999177000000,51.767,-35
